"env_step","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"3878912","947","947","947","49.7890625","49.7890625","49.7890625"
"3883008","948","948","948","49.7890625","49.7890625","49.7890625"
"3887104","949","949","949","49.7890625","49.7890625","49.7890625"
"3891200","950","950","950","49.7890625","49.7890625","49.7890625"
"3895296","951","951","951","49.7890625","49.7890625","49.7890625"
"3899392","952","952","952","49.7890625","49.7890625","49.7890625"
"3903488","953","953","953","49.7890625","49.7890625","49.7890625"
"3907584","954","954","954","49.7890625","49.7890625","49.7890625"
"3911680","955","955","955","49.7890625","49.7890625","49.7890625"
"3915776","956","956","956","49.7890625","49.7890625","49.7890625"
"3919872","957","957","957","49.7890625","49.7890625","49.7890625"
"3923968","958","958","958","49.7890625","49.7890625","49.7890625"
"3928064","959","959","959","49.7890625","49.7890625","49.7890625"
"3932160","960","960","960","49.7890625","49.7890625","49.7890625"
"3936256","961","961","961","49.7890625","49.7890625","49.7890625"
"3940352","962","962","962","49.7890625","49.7890625","49.7890625"
"3944448","963","963","963","49.7890625","49.7890625","49.7890625"
"3948544","964","964","964","49.7890625","49.7890625","49.7890625"
"3952640","965","965","965","49.7890625","49.7890625","49.7890625"
"3956736","966","966","966","49.7890625","49.7890625","49.7890625"
"3960832","967","967","967","49.7890625","49.7890625","49.7890625"
"3964928","968","968","968","49.7890625","49.7890625","49.7890625"
"3969024","969","969","969","49.7890625","49.7890625","49.7890625"
"3973120","970","970","970","49.7890625","49.7890625","49.7890625"
"3977216","971","971","971","49.7890625","49.7890625","49.7890625"
"3981312","972","972","972","49.7890625","49.7890625","49.7890625"
"3985408","973","973","973","49.7890625","49.7890625","49.7890625"
"3989504","974","974","974","49.7890625","49.7890625","49.7890625"
"3993600","975","975","975","49.7890625","49.7890625","49.7890625"
"3997696","976","976","976","49.7890625","49.7890625","49.7890625"
"4001792","977","977","977","49.7890625","49.7890625","49.7890625"
"4005888","978","978","978","49.7890625","49.7890625","49.7890625"
"4009984","979","979","979","49.7890625","49.7890625","49.7890625"
"4014080","980","980","980","49.7890625","49.7890625","49.7890625"
"4018176","981","981","981","49.7890625","49.7890625","49.7890625"
"4022272","982","982","982","49.7890625","49.7890625","49.7890625"
"4026368","983","983","983","49.7890625","49.7890625","49.7890625"
"4030464","984","984","984","49.7890625","49.7890625","49.7890625"
"4034560","985","985","985","49.7890625","49.7890625","49.7890625"
"4038656","986","986","986","49.7890625","49.7890625","49.7890625"
"4042752","987","987","987","49.7890625","49.7890625","49.7890625"
"4046848","988","988","988","49.7890625","49.7890625","49.7890625"
"4050944","989","989","989","49.7890625","49.7890625","49.7890625"
"4055040","990","990","990","49.7890625","49.7890625","49.7890625"
"4059136","991","991","991","49.7890625","49.7890625","49.7890625"
"4063232","992","992","992","49.7890625","49.7890625","49.7890625"
"4067328","993","993","993","49.7890625","49.7890625","49.7890625"
"4071424","994","994","994","49.7890625","49.7890625","49.7890625"
"4075520","995","995","995","49.7890625","49.7890625","49.7890625"
"4079616","996","996","996","49.7890625","49.7890625","49.7890625"
"4083712","997","997","997","49.7890625","49.7890625","49.7890625"
"4087808","998","998","998","49.7890625","49.7890625","49.7890625"
"4091904","999","999","999","49.7890625","49.7890625","49.7890625"
"4096000","1000","1000","1000","49.7890625","49.7890625","49.7890625"
"4100096","1001","1001","1001","49.7890625","49.7890625","49.7890625"
"4104192","1002","1002","1002","49.7890625","49.7890625","49.7890625"
"4108288","1003","1003","1003","49.7890625","49.7890625","49.7890625"
"4112384","1004","1004","1004","49.7890625","49.7890625","49.7890625"
"4116480","1005","1005","1005","49.7890625","49.7890625","49.7890625"
"4120576","1006","1006","1006","49.7890625","49.7890625","49.7890625"
"4124672","1007","1007","1007","49.7890625","49.7890625","49.7890625"
"4128768","1008","1008","1008","49.7890625","49.7890625","49.7890625"
"4132864","1009","1009","1009","49.7890625","49.7890625","49.7890625"
"4136960","1010","1010","1010","49.7890625","49.7890625","49.7890625"
"4141056","1011","1011","1011","49.7890625","49.7890625","49.7890625"
"4145152","1012","1012","1012","49.7890625","49.7890625","49.7890625"
"4149248","1013","1013","1013","49.7890625","49.7890625","49.7890625"
"4153344","1014","1014","1014","49.7890625","49.7890625","49.7890625"
"4157440","1015","1015","1015","49.7890625","49.7890625","49.7890625"
"4161536","1016","1016","1016","50.91259765625","50.91259765625","50.91259765625"
"4165632","1017","1017","1017","52.5546875","52.5546875","52.5546875"
"4169728","1018","1018","1018","52.5546875","52.5546875","52.5546875"
"4173824","1019","1019","1019","52.5546875","52.5546875","52.5546875"
"4177920","1020","1020","1020","52.5546875","52.5546875","52.5546875"
"4182016","1021","1021","1021","52.5546875","52.5546875","52.5546875"
"4186112","1022","1022","1022","52.5546875","52.5546875","52.5546875"
"4190208","1023","1023","1023","52.5546875","52.5546875","52.5546875"
"4194304","1024","1024","1024","52.5546875","52.5546875","52.5546875"
"4198400","1025","1025","1025","52.5546875","52.5546875","52.5546875"
"4202496","1026","1026","1026","52.5546875","52.5546875","52.5546875"
"4206592","1027","1027","1027","52.5546875","52.5546875","52.5546875"
"4210688","1028","1028","1028","52.5546875","52.5546875","52.5546875"
"4214784","1029","1029","1029","52.5546875","52.5546875","52.5546875"
"4218880","1030","1030","1030","52.5546875","52.5546875","52.5546875"
"4222976","1031","1031","1031","52.5546875","52.5546875","52.5546875"
"4227072","1032","1032","1032","52.5546875","52.5546875","52.5546875"
"4231168","1033","1033","1033","52.5546875","52.5546875","52.5546875"
"4235264","1034","1034","1034","52.5546875","52.5546875","52.5546875"
"4239360","1035","1035","1035","52.5546875","52.5546875","52.5546875"
"4243456","1036","1036","1036","52.5546875","52.5546875","52.5546875"
"4247552","1037","1037","1037","52.5546875","52.5546875","52.5546875"
"4251648","1038","1038","1038","52.5546875","52.5546875","52.5546875"
"4255744","1039","1039","1039","52.5546875","52.5546875","52.5546875"
"4259840","1040","1040","1040","52.5546875","52.5546875","52.5546875"
"4263936","1041","1041","1041","52.5546875","52.5546875","52.5546875"
"4268032","1042","1042","1042","52.5546875","52.5546875","52.5546875"
"4272128","1043","1043","1043","52.5546875","52.5546875","52.5546875"
"4276224","1044","1044","1044","52.5546875","52.5546875","52.5546875"
"4280320","1045","1045","1045","52.5546875","52.5546875","52.5546875"
"4284416","1046","1046","1046","52.5546875","52.5546875","52.5546875"
"4288512","1047","1047","1047","52.5546875","52.5546875","52.5546875"
"4292608","1048","1048","1048","52.5546875","52.5546875","52.5546875"
"4296704","1049","1049","1049","52.5546875","52.5546875","52.5546875"
"4300800","1050","1050","1050","52.5546875","52.5546875","52.5546875"
"4304896","1051","1051","1051","52.5546875","52.5546875","52.5546875"
"4308992","1052","1052","1052","52.5546875","52.5546875","52.5546875"
"4313088","1053","1053","1053","52.5546875","52.5546875","52.5546875"
"4317184","1054","1054","1054","52.5546875","52.5546875","52.5546875"
"4321280","1055","1055","1055","52.5546875","52.5546875","52.5546875"
"4325376","1056","1056","1056","52.5546875","52.5546875","52.5546875"
"4329472","1057","1057","1057","52.5546875","52.5546875","52.5546875"
"4333568","1058","1058","1058","52.5546875","52.5546875","52.5546875"
"4337664","1059","1059","1059","52.5546875","52.5546875","52.5546875"
"4341760","1060","1060","1060","52.5546875","52.5546875","52.5546875"
"4345856","1061","1061","1061","52.5546875","52.5546875","52.5546875"
"4349952","1062","1062","1062","52.5546875","52.5546875","52.5546875"
"4354048","1063","1063","1063","52.5546875","52.5546875","52.5546875"
"4358144","1064","1064","1064","52.5546875","52.5546875","52.5546875"
"4362240","1065","1065","1065","52.5546875","52.5546875","52.5546875"
"4366336","1066","1066","1066","52.5546875","52.5546875","52.5546875"
"4370432","1067","1067","1067","52.5546875","52.5546875","52.5546875"
"4374528","1068","1068","1068","52.5546875","52.5546875","52.5546875"
"4378624","1069","1069","1069","52.5546875","52.5546875","52.5546875"
"4382720","1070","1070","1070","52.5546875","52.5546875","52.5546875"
"4386816","1071","1071","1071","52.5546875","52.5546875","52.5546875"
"4390912","1072","1072","1072","52.5546875","52.5546875","52.5546875"
"4395008","1073","1073","1073","52.5546875","52.5546875","52.5546875"
"4399104","1074","1074","1074","52.5546875","52.5546875","52.5546875"
"4403200","1075","1075","1075","52.5546875","52.5546875","52.5546875"
"4407296","1076","1076","1076","52.5546875","52.5546875","52.5546875"
"4411392","1077","1077","1077","52.5546875","52.5546875","52.5546875"
"4415488","1078","1078","1078","52.5546875","52.5546875","52.5546875"
"4419584","1079","1079","1079","52.5546875","52.5546875","52.5546875"
"4423680","1080","1080","1080","52.5546875","52.5546875","52.5546875"
"4427776","1081","1081","1081","52.5546875","52.5546875","52.5546875"
"4431872","1082","1082","1082","52.5546875","52.5546875","52.5546875"
"4435968","1083","1083","1083","52.5546875","52.5546875","52.5546875"
"4440064","1084","1084","1084","52.5546875","52.5546875","52.5546875"
"4444160","1085","1085","1085","52.5546875","52.5546875","52.5546875"
"4448256","1086","1086","1086","52.5546875","52.5546875","52.5546875"
"4452352","1087","1087","1087","52.5546875","52.5546875","52.5546875"
"4456448","1088","1088","1088","52.5546875","52.5546875","52.5546875"
"4460544","1089","1089","1089","52.5546875","52.5546875","52.5546875"
"4464640","1090","1090","1090","52.5546875","52.5546875","52.5546875"
"4468736","1091","1091","1091","52.5546875","52.5546875","52.5546875"
"4472832","1092","1092","1092","52.5546875","52.5546875","52.5546875"
"4476928","1093","1093","1093","52.5546875","52.5546875","52.5546875"
"4481024","1094","1094","1094","52.55908203125","52.55908203125","52.55908203125"
"4485120","1095","1095","1095","52.5703125","52.5703125","52.5703125"
"4489216","1096","1096","1096","52.5703125","52.5703125","52.5703125"
"4493312","1097","1097","1097","52.5703125","52.5703125","52.5703125"
"4497408","1098","1098","1098","52.5703125","52.5703125","52.5703125"
"4501504","1099","1099","1099","52.5703125","52.5703125","52.5703125"
"4505600","1100","1100","1100","52.5703125","52.5703125","52.5703125"
"4509696","1101","1101","1101","52.5703125","52.5703125","52.5703125"
"4513792","1102","1102","1102","52.5703125","52.5703125","52.5703125"
"4517888","1103","1103","1103","52.5703125","52.5703125","52.5703125"
"4521984","1104","1104","1104","52.5703125","52.5703125","52.5703125"
"4526080","1105","1105","1105","52.5703125","52.5703125","52.5703125"
"4530176","1106","1106","1106","52.5703125","52.5703125","52.5703125"
"4534272","1107","1107","1107","52.5703125","52.5703125","52.5703125"
"4538368","1108","1108","1108","52.5703125","52.5703125","52.5703125"
"4542464","1109","1109","1109","52.5703125","52.5703125","52.5703125"
"4546560","1110","1110","1110","52.5703125","52.5703125","52.5703125"
"4550656","1111","1111","1111","52.5703125","52.5703125","52.5703125"
"4554752","1112","1112","1112","52.5703125","52.5703125","52.5703125"
"4558848","1113","1113","1113","52.5703125","52.5703125","52.5703125"
"4562944","1114","1114","1114","52.5703125","52.5703125","52.5703125"
"4567040","1115","1115","1115","52.5703125","52.5703125","52.5703125"
"4571136","1116","1116","1116","52.5703125","52.5703125","52.5703125"
"4575232","1117","1117","1117","52.5703125","52.5703125","52.5703125"
"4579328","1118","1118","1118","52.5703125","52.5703125","52.5703125"
"4583424","1119","1119","1119","52.5703125","52.5703125","52.5703125"
"4587520","1120","1120","1120","52.5703125","52.5703125","52.5703125"
"4591616","1121","1121","1121","52.5703125","52.5703125","52.5703125"
"4595712","1122","1122","1122","52.5703125","52.5703125","52.5703125"
"4599808","1123","1123","1123","52.5703125","52.5703125","52.5703125"
"4603904","1124","1124","1124","52.5703125","52.5703125","52.5703125"
"4608000","1125","1125","1125","52.5703125","52.5703125","52.5703125"
"4612096","1126","1126","1126","52.5703125","52.5703125","52.5703125"
"4616192","1127","1127","1127","52.5703125","52.5703125","52.5703125"
"4620288","1128","1128","1128","52.5703125","52.5703125","52.5703125"
"4624384","1129","1129","1129","52.5703125","52.5703125","52.5703125"
"4628480","1130","1130","1130","52.5703125","52.5703125","52.5703125"
"4632576","1131","1131","1131","52.5703125","52.5703125","52.5703125"
"4636672","1132","1132","1132","52.5703125","52.5703125","52.5703125"
"4640768","1133","1133","1133","52.5703125","52.5703125","52.5703125"
"4644864","1134","1134","1134","52.5703125","52.5703125","52.5703125"
"4648960","1135","1135","1135","52.5703125","52.5703125","52.5703125"
"4653056","1136","1136","1136","52.5703125","52.5703125","52.5703125"
"4657152","1137","1137","1137","52.5703125","52.5703125","52.5703125"
"4661248","1138","1138","1138","52.5703125","52.5703125","52.5703125"
"4665344","1139","1139","1139","52.5703125","52.5703125","52.5703125"
"4669440","1140","1140","1140","52.5703125","52.5703125","52.5703125"
"4673536","1141","1141","1141","52.5703125","52.5703125","52.5703125"
"4677632","1142","1142","1142","52.5703125","52.5703125","52.5703125"
"4681728","1143","1143","1143","52.5703125","52.5703125","52.5703125"
"4685824","1144","1144","1144","52.5703125","52.5703125","52.5703125"
"4689920","1145","1145","1145","52.5703125","52.5703125","52.5703125"
"4694016","1146","1146","1146","52.5703125","52.5703125","52.5703125"
"4698112","1147","1147","1147","52.5703125","52.5703125","52.5703125"
"4702208","1148","1148","1148","52.5703125","52.5703125","52.5703125"
"4706304","1149","1149","1149","52.5703125","52.5703125","52.5703125"
"4710400","1150","1150","1150","52.5703125","52.5703125","52.5703125"
"4714496","1151","1151","1151","52.5703125","52.5703125","52.5703125"
"4718592","1152","1152","1152","52.5703125","52.5703125","52.5703125"
"4722688","1153","1153","1153","52.5703125","52.5703125","52.5703125"
"4726784","1154","1154","1154","52.5703125","52.5703125","52.5703125"
"4730880","1155","1155","1155","52.5703125","52.5703125","52.5703125"
"4734976","1156","1156","1156","52.5703125","52.5703125","52.5703125"
"4739072","1157","1157","1157","52.5703125","52.5703125","52.5703125"
"4743168","1158","1158","1158","52.5703125","52.5703125","52.5703125"
"4747264","1159","1159","1159","52.5703125","52.5703125","52.5703125"
"4751360","1160","1160","1160","52.5703125","52.5703125","52.5703125"
"4755456","1161","1161","1161","52.5703125","52.5703125","52.5703125"
"4759552","1162","1162","1162","52.5703125","52.5703125","52.5703125"
"4763648","1163","1163","1163","52.5703125","52.5703125","52.5703125"
"4767744","1164","1164","1164","52.5703125","52.5703125","52.5703125"
"4771840","1165","1165","1165","52.5703125","52.5703125","52.5703125"
"4775936","1166","1166","1166","52.5703125","52.5703125","52.5703125"
"4780032","1167","1167","1167","52.5703125","52.5703125","52.5703125"
"4784128","1168","1168","1168","52.5703125","52.5703125","52.5703125"
"4788224","1169","1169","1169","52.5703125","52.5703125","52.5703125"
"4792320","1170","1170","1170","52.5703125","52.5703125","52.5703125"
"4796416","1171","1171","1171","52.5703125","52.5703125","52.5703125"
"4800512","1172","1172","1172","52.481201171875","52.481201171875","52.481201171875"
"4804608","1173","1173","1173","52","52","52"
"4808704","1174","1174","1174","52","52","52"
"4812800","1175","1175","1175","52","52","52"
"4816896","1176","1176","1176","52","52","52"
"4820992","1177","1177","1177","52","52","52"
"4825088","1178","1178","1178","52","52","52"
"4829184","1179","1179","1179","52","52","52"
"4833280","1180","1180","1180","52","52","52"
"4837376","1181","1181","1181","52","52","52"
"4841472","1182","1182","1182","52","52","52"
"4845568","1183","1183","1183","52","52","52"
"4849664","1184","1184","1184","52","52","52"
"4853760","1185","1185","1185","52","52","52"
"4857856","1186","1186","1186","52","52","52"
"4861952","1187","1187","1187","52","52","52"
"4866048","1188","1188","1188","52","52","52"
"4870144","1189","1189","1189","52","52","52"
"4874240","1190","1190","1190","52","52","52"
"4878336","1191","1191","1191","52","52","52"
"4882432","1192","1192","1192","52","52","52"
"4886528","1193","1193","1193","52","52","52"
"4890624","1194","1194","1194","52","52","52"
"4894720","1195","1195","1195","52","52","52"
"4898816","1196","1196","1196","52","52","52"
"4902912","1197","1197","1197","52","52","52"
"4907008","1198","1198","1198","52","52","52"
"4911104","1199","1199","1199","52","52","52"
"4915200","1200","1200","1200","52","52","52"
"4919296","1201","1201","1201","52","52","52"
"4923392","1202","1202","1202","52","52","52"
"4927488","1203","1203","1203","52","52","52"
"4931584","1204","1204","1204","52","52","52"
"4935680","1205","1205","1205","52","52","52"
"4939776","1206","1206","1206","52","52","52"
"4943872","1207","1207","1207","52","52","52"
"4947968","1208","1208","1208","52","52","52"
"4952064","1209","1209","1209","52","52","52"
"4956160","1210","1210","1210","52","52","52"
"4960256","1211","1211","1211","52","52","52"
"4964352","1212","1212","1212","52","52","52"
"4968448","1213","1213","1213","52","52","52"
"4972544","1214","1214","1214","52","52","52"
"4976640","1215","1215","1215","52","52","52"
"4980736","1216","1216","1216","52","52","52"
"4984832","1217","1217","1217","52","52","52"
"4988928","1218","1218","1218","52","52","52"
"4993024","1219","1219","1219","52","52","52"
"4997120","1220","1220","1220","52","52","52"
"5001216","1221","1221","1221","52","52","52"
"5005312","1222","1222","1222","52","52","52"
"5009408","1223","1223","1223","52","52","52"
"5013504","1224","1224","1224","52","52","52"
"5017600","1225","1225","1225","52","52","52"
"5021696","1226","1226","1226","52","52","52"
"5025792","1227","1227","1227","52","52","52"
"5029888","1228","1228","1228","52","52","52"
"5033984","1229","1229","1229","52","52","52"
"5038080","1230","1230","1230","52","52","52"
"5042176","1231","1231","1231","52","52","52"
"5046272","1232","1232","1232","52","52","52"
"5050368","1233","1233","1233","52","52","52"
"5054464","1234","1234","1234","52","52","52"
"5058560","1235","1235","1235","52","52","52"
"5062656","1236","1236","1236","52","52","52"
"5066752","1237","1237","1237","52","52","52"
"5070848","1238","1238","1238","52","52","52"
"5074944","1239","1239","1239","52","52","52"
"5079040","1240","1240","1240","52","52","52"
"5083136","1241","1241","1241","52","52","52"
"5087232","1242","1242","1242","52","52","52"
"5091328","1243","1243","1243","52","52","52"
"5095424","1244","1244","1244","52","52","52"
"5099520","1245","1245","1245","52","52","52"
"5103616","1246","1246","1246","52","52","52"
"5107712","1247","1247","1247","52","52","52"
"5111808","1248","1248","1248","52","52","52"
"5115904","1249","1249","1249","52","52","52"
"5120000","1250","1250","1250","52.029052734375","52.029052734375","52.029052734375"
"5124096","1251","1251","1251","52.9296875","52.9296875","52.9296875"
"5128192","1252","1252","1252","52.9296875","52.9296875","52.9296875"
"5132288","1253","1253","1253","52.9296875","52.9296875","52.9296875"
"5136384","1254","1254","1254","52.9296875","52.9296875","52.9296875"
"5140480","1255","1255","1255","52.9296875","52.9296875","52.9296875"
"5144576","1256","1256","1256","52.9296875","52.9296875","52.9296875"
"5148672","1257","1257","1257","52.9296875","52.9296875","52.9296875"
"5152768","1258","1258","1258","52.9296875","52.9296875","52.9296875"
"5156864","1259","1259","1259","52.9296875","52.9296875","52.9296875"
"5160960","1260","1260","1260","52.9296875","52.9296875","52.9296875"
"5165056","1261","1261","1261","52.9296875","52.9296875","52.9296875"
"5169152","1262","1262","1262","52.9296875","52.9296875","52.9296875"
"5173248","1263","1263","1263","52.9296875","52.9296875","52.9296875"
"5177344","1264","1264","1264","52.9296875","52.9296875","52.9296875"
"5181440","1265","1265","1265","52.9296875","52.9296875","52.9296875"
"5185536","1266","1266","1266","52.9296875","52.9296875","52.9296875"
"5189632","1267","1267","1267","52.9296875","52.9296875","52.9296875"
"5193728","1268","1268","1268","52.9296875","52.9296875","52.9296875"
"5197824","1269","1269","1269","52.9296875","52.9296875","52.9296875"
"5201920","1270","1270","1270","52.9296875","52.9296875","52.9296875"
"5206016","1271","1271","1271","52.9296875","52.9296875","52.9296875"
"5210112","1272","1272","1272","52.9296875","52.9296875","52.9296875"
"5214208","1273","1273","1273","52.9296875","52.9296875","52.9296875"
"5218304","1274","1274","1274","52.9296875","52.9296875","52.9296875"
"5222400","1275","1275","1275","52.9296875","52.9296875","52.9296875"
"5226496","1276","1276","1276","52.9296875","52.9296875","52.9296875"
"5230592","1277","1277","1277","52.9296875","52.9296875","52.9296875"
"5234688","1278","1278","1278","52.9296875","52.9296875","52.9296875"
"5238784","1279","1279","1279","52.9296875","52.9296875","52.9296875"
"5242880","1280","1280","1280","52.9296875","52.9296875","52.9296875"
"5246976","1281","1281","1281","52.9296875","52.9296875","52.9296875"
"5251072","1282","1282","1282","52.9296875","52.9296875","52.9296875"
"5255168","1283","1283","1283","52.9296875","52.9296875","52.9296875"
"5259264","1284","1284","1284","52.9296875","52.9296875","52.9296875"
"5263360","1285","1285","1285","52.9296875","52.9296875","52.9296875"
"5267456","1286","1286","1286","52.9296875","52.9296875","52.9296875"
"5271552","1287","1287","1287","52.9296875","52.9296875","52.9296875"
"5275648","1288","1288","1288","52.9296875","52.9296875","52.9296875"
"5279744","1289","1289","1289","52.9296875","52.9296875","52.9296875"
"5283840","1290","1290","1290","52.9296875","52.9296875","52.9296875"
"5287936","1291","1291","1291","52.9296875","52.9296875","52.9296875"
"5292032","1292","1292","1292","52.9296875","52.9296875","52.9296875"
"5296128","1293","1293","1293","52.9296875","52.9296875","52.9296875"
"5300224","1294","1294","1294","52.9296875","52.9296875","52.9296875"
"5304320","1295","1295","1295","52.9296875","52.9296875","52.9296875"
"5308416","1296","1296","1296","52.9296875","52.9296875","52.9296875"
"5312512","1297","1297","1297","52.9296875","52.9296875","52.9296875"
"5316608","1298","1298","1298","52.9296875","52.9296875","52.9296875"
"5320704","1299","1299","1299","52.9296875","52.9296875","52.9296875"
"5324800","1300","1300","1300","52.9296875","52.9296875","52.9296875"
"5328896","1301","1301","1301","52.9296875","52.9296875","52.9296875"
"5332992","1302","1302","1302","52.9296875","52.9296875","52.9296875"
"5337088","1303","1303","1303","52.9296875","52.9296875","52.9296875"
"5341184","1304","1304","1304","52.9296875","52.9296875","52.9296875"
"5345280","1305","1305","1305","52.9296875","52.9296875","52.9296875"
"5349376","1306","1306","1306","52.9296875","52.9296875","52.9296875"
"5353472","1307","1307","1307","52.9296875","52.9296875","52.9296875"
"5357568","1308","1308","1308","52.9296875","52.9296875","52.9296875"
"5361664","1309","1309","1309","52.9296875","52.9296875","52.9296875"
"5365760","1310","1310","1310","52.9296875","52.9296875","52.9296875"
"5369856","1311","1311","1311","52.9296875","52.9296875","52.9296875"
"5373952","1312","1312","1312","52.9296875","52.9296875","52.9296875"
"5378048","1313","1313","1313","52.9296875","52.9296875","52.9296875"
"5382144","1314","1314","1314","52.9296875","52.9296875","52.9296875"
"5386240","1315","1315","1315","52.9296875","52.9296875","52.9296875"
"5390336","1316","1316","1316","52.9296875","52.9296875","52.9296875"
"5394432","1317","1317","1317","52.9296875","52.9296875","52.9296875"
"5398528","1318","1318","1318","52.9296875","52.9296875","52.9296875"
"5402624","1319","1319","1319","52.9296875","52.9296875","52.9296875"
"5406720","1320","1320","1320","52.9296875","52.9296875","52.9296875"
"5410816","1321","1321","1321","52.9296875","52.9296875","52.9296875"
"5414912","1322","1322","1322","52.9296875","52.9296875","52.9296875"
"5419008","1323","1323","1323","52.9296875","52.9296875","52.9296875"
"5423104","1324","1324","1324","52.9296875","52.9296875","52.9296875"
"5427200","1325","1325","1325","52.9296875","52.9296875","52.9296875"
"5431296","1326","1326","1326","52.9296875","52.9296875","52.9296875"
"5435392","1327","1327","1327","52.9296875","52.9296875","52.9296875"
"5439488","1328","1328","1328","52.9296875","52.9296875","52.9296875"
"5443584","1329","1329","1329","50.59326171875","50.59326171875","50.59326171875"
"5447680","1330","1330","1330","50.3515625","50.3515625","50.3515625"
"5451776","1331","1331","1331","50.3515625","50.3515625","50.3515625"
"5455872","1332","1332","1332","50.3515625","50.3515625","50.3515625"
"5459968","1333","1333","1333","50.3515625","50.3515625","50.3515625"
"5464064","1334","1334","1334","50.3515625","50.3515625","50.3515625"
"5468160","1335","1335","1335","50.3515625","50.3515625","50.3515625"
"5472256","1336","1336","1336","50.3515625","50.3515625","50.3515625"
"5476352","1337","1337","1337","50.3515625","50.3515625","50.3515625"
"5480448","1338","1338","1338","50.3515625","50.3515625","50.3515625"
"5484544","1339","1339","1339","50.3515625","50.3515625","50.3515625"
"5488640","1340","1340","1340","50.3515625","50.3515625","50.3515625"
"5492736","1341","1341","1341","50.3515625","50.3515625","50.3515625"
"5496832","1342","1342","1342","50.3515625","50.3515625","50.3515625"
"5500928","1343","1343","1343","50.3515625","50.3515625","50.3515625"
"5505024","1344","1344","1344","50.3515625","50.3515625","50.3515625"
"5509120","1345","1345","1345","50.3515625","50.3515625","50.3515625"
"5513216","1346","1346","1346","50.3515625","50.3515625","50.3515625"
"5517312","1347","1347","1347","50.3515625","50.3515625","50.3515625"
"5521408","1348","1348","1348","50.3515625","50.3515625","50.3515625"
"5525504","1349","1349","1349","50.3515625","50.3515625","50.3515625"
"5529600","1350","1350","1350","50.3515625","50.3515625","50.3515625"
"5533696","1351","1351","1351","50.3515625","50.3515625","50.3515625"
"5537792","1352","1352","1352","50.3515625","50.3515625","50.3515625"
"5541888","1353","1353","1353","50.3515625","50.3515625","50.3515625"
"5545984","1354","1354","1354","50.3515625","50.3515625","50.3515625"
"5550080","1355","1355","1355","50.3515625","50.3515625","50.3515625"
"5554176","1356","1356","1356","50.3515625","50.3515625","50.3515625"
"5558272","1357","1357","1357","50.3515625","50.3515625","50.3515625"
"5562368","1358","1358","1358","50.3515625","50.3515625","50.3515625"
"5566464","1359","1359","1359","50.3515625","50.3515625","50.3515625"
"5570560","1360","1360","1360","50.3515625","50.3515625","50.3515625"
"5574656","1361","1361","1361","50.3515625","50.3515625","50.3515625"
"5578752","1362","1362","1362","50.3515625","50.3515625","50.3515625"
"5582848","1363","1363","1363","50.3515625","50.3515625","50.3515625"
"5586944","1364","1364","1364","50.3515625","50.3515625","50.3515625"
"5591040","1365","1365","1365","50.3515625","50.3515625","50.3515625"
"5595136","1366","1366","1366","50.3515625","50.3515625","50.3515625"
"5599232","1367","1367","1367","50.3515625","50.3515625","50.3515625"
"5603328","1368","1368","1368","50.3515625","50.3515625","50.3515625"
"5607424","1369","1369","1369","50.3515625","50.3515625","50.3515625"
"5611520","1370","1370","1370","50.3515625","50.3515625","50.3515625"
"5615616","1371","1371","1371","50.3515625","50.3515625","50.3515625"
"5619712","1372","1372","1372","50.3515625","50.3515625","50.3515625"
"5623808","1373","1373","1373","50.3515625","50.3515625","50.3515625"
"5627904","1374","1374","1374","50.3515625","50.3515625","50.3515625"
"5632000","1375","1375","1375","50.3515625","50.3515625","50.3515625"
"5636096","1376","1376","1376","50.3515625","50.3515625","50.3515625"
"5640192","1377","1377","1377","50.3515625","50.3515625","50.3515625"
"5644288","1378","1378","1378","50.3515625","50.3515625","50.3515625"
"5648384","1379","1379","1379","50.3515625","50.3515625","50.3515625"
"5652480","1380","1380","1380","50.3515625","50.3515625","50.3515625"
"5656576","1381","1381","1381","50.3515625","50.3515625","50.3515625"
"5660672","1382","1382","1382","50.3515625","50.3515625","50.3515625"
"5664768","1383","1383","1383","50.3515625","50.3515625","50.3515625"
"5668864","1384","1384","1384","50.3515625","50.3515625","50.3515625"
"5672960","1385","1385","1385","50.3515625","50.3515625","50.3515625"
"5677056","1386","1386","1386","50.3515625","50.3515625","50.3515625"
"5681152","1387","1387","1387","50.3515625","50.3515625","50.3515625"
"5685248","1388","1388","1388","50.3515625","50.3515625","50.3515625"
"5689344","1389","1389","1389","50.3515625","50.3515625","50.3515625"
"5693440","1390","1390","1390","50.3515625","50.3515625","50.3515625"
"5697536","1391","1391","1391","50.3515625","50.3515625","50.3515625"
"5701632","1392","1392","1392","50.3515625","50.3515625","50.3515625"
"5705728","1393","1393","1393","50.3515625","50.3515625","50.3515625"
"5709824","1394","1394","1394","50.3515625","50.3515625","50.3515625"
"5713920","1395","1395","1395","50.3515625","50.3515625","50.3515625"
