"env_step","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Freeway-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4825088","1178","1178","1178","54.1171875","54.1171875","54.1171875"
"4829184","1179","1179","1179","54.1171875","54.1171875","54.1171875"
"4833280","1180","1180","1180","54.1171875","54.1171875","54.1171875"
"4837376","1181","1181","1181","54.1171875","54.1171875","54.1171875"
"4841472","1182","1182","1182","54.1171875","54.1171875","54.1171875"
"4845568","1183","1183","1183","54.1171875","54.1171875","54.1171875"
"4849664","1184","1184","1184","54.1171875","54.1171875","54.1171875"
"4853760","1185","1185","1185","54.1171875","54.1171875","54.1171875"
"4857856","1186","1186","1186","54.1171875","54.1171875","54.1171875"
"4861952","1187","1187","1187","54.1171875","54.1171875","54.1171875"
"4866048","1188","1188","1188","54.1171875","54.1171875","54.1171875"
"4870144","1189","1189","1189","54.1171875","54.1171875","54.1171875"
"4874240","1190","1190","1190","54.1171875","54.1171875","54.1171875"
"4878336","1191","1191","1191","54.1171875","54.1171875","54.1171875"
"4882432","1192","1192","1192","54.1171875","54.1171875","54.1171875"
"4886528","1193","1193","1193","54.1171875","54.1171875","54.1171875"
"4890624","1194","1194","1194","54.1171875","54.1171875","54.1171875"
"4894720","1195","1195","1195","54.1171875","54.1171875","54.1171875"
"4898816","1196","1196","1196","54.1171875","54.1171875","54.1171875"
"4902912","1197","1197","1197","54.1171875","54.1171875","54.1171875"
"4907008","1198","1198","1198","54.1171875","54.1171875","54.1171875"
"4911104","1199","1199","1199","54.1171875","54.1171875","54.1171875"
"4915200","1200","1200","1200","54.1171875","54.1171875","54.1171875"
"4919296","1201","1201","1201","54.1171875","54.1171875","54.1171875"
"4923392","1202","1202","1202","54.1171875","54.1171875","54.1171875"
"4927488","1203","1203","1203","54.1171875","54.1171875","54.1171875"
"4931584","1204","1204","1204","54.1171875","54.1171875","54.1171875"
"4935680","1205","1205","1205","54.1171875","54.1171875","54.1171875"
"4939776","1206","1206","1206","54.1171875","54.1171875","54.1171875"
"4943872","1207","1207","1207","54.1171875","54.1171875","54.1171875"
"4947968","1208","1208","1208","54.1171875","54.1171875","54.1171875"
"4952064","1209","1209","1209","54.1171875","54.1171875","54.1171875"
"4956160","1210","1210","1210","54.1171875","54.1171875","54.1171875"
"4960256","1211","1211","1211","54.1171875","54.1171875","54.1171875"
"4964352","1212","1212","1212","54.1171875","54.1171875","54.1171875"
"4968448","1213","1213","1213","54.1171875","54.1171875","54.1171875"
"4972544","1214","1214","1214","54.1171875","54.1171875","54.1171875"
"4976640","1215","1215","1215","54.1171875","54.1171875","54.1171875"
"4980736","1216","1216","1216","54.1171875","54.1171875","54.1171875"
"4984832","1217","1217","1217","54.1171875","54.1171875","54.1171875"
"4988928","1218","1218","1218","54.1171875","54.1171875","54.1171875"
"4993024","1219","1219","1219","54.1171875","54.1171875","54.1171875"
"4997120","1220","1220","1220","54.1171875","54.1171875","54.1171875"
"5001216","1221","1221","1221","54.1171875","54.1171875","54.1171875"
"5005312","1222","1222","1222","54.1171875","54.1171875","54.1171875"
"5009408","1223","1223","1223","54.1171875","54.1171875","54.1171875"
"5013504","1224","1224","1224","54.1171875","54.1171875","54.1171875"
"5017600","1225","1225","1225","54.1171875","54.1171875","54.1171875"
"5021696","1226","1226","1226","54.1171875","54.1171875","54.1171875"
"5025792","1227","1227","1227","54.1171875","54.1171875","54.1171875"
"5029888","1228","1228","1228","54.1171875","54.1171875","54.1171875"
"5033984","1229","1229","1229","54.1171875","54.1171875","54.1171875"
"5038080","1230","1230","1230","54.1171875","54.1171875","54.1171875"
"5042176","1231","1231","1231","54.1171875","54.1171875","54.1171875"
"5046272","1232","1232","1232","54.1171875","54.1171875","54.1171875"
"5050368","1233","1233","1233","54.1171875","54.1171875","54.1171875"
"5054464","1234","1234","1234","54.1171875","54.1171875","54.1171875"
"5058560","1235","1235","1235","54.1171875","54.1171875","54.1171875"
"5062656","1236","1236","1236","54.1171875","54.1171875","54.1171875"
"5066752","1237","1237","1237","54.1171875","54.1171875","54.1171875"
"5070848","1238","1238","1238","54.1171875","54.1171875","54.1171875"
"5074944","1239","1239","1239","54.1171875","54.1171875","54.1171875"
"5079040","1240","1240","1240","54.1171875","54.1171875","54.1171875"
"5083136","1241","1241","1241","54.1171875","54.1171875","54.1171875"
"5087232","1242","1242","1242","54.1171875","54.1171875","54.1171875"
"5091328","1243","1243","1243","54.1171875","54.1171875","54.1171875"
"5095424","1244","1244","1244","54.1171875","54.1171875","54.1171875"
"5099520","1245","1245","1245","54.1171875","54.1171875","54.1171875"
"5103616","1246","1246","1246","54.1171875","54.1171875","54.1171875"
"5107712","1247","1247","1247","54.1171875","54.1171875","54.1171875"
"5111808","1248","1248","1248","54.1171875","54.1171875","54.1171875"
"5115904","1249","1249","1249","54.1171875","54.1171875","54.1171875"
"5120000","1250","1250","1250","54.074462890625","54.074462890625","54.074462890625"
"5124096","1251","1251","1251","52.75","52.75","52.75"
"5128192","1252","1252","1252","52.75","52.75","52.75"
"5132288","1253","1253","1253","52.75","52.75","52.75"
"5136384","1254","1254","1254","52.75","52.75","52.75"
"5140480","1255","1255","1255","52.75","52.75","52.75"
"5144576","1256","1256","1256","52.75","52.75","52.75"
"5148672","1257","1257","1257","52.75","52.75","52.75"
"5152768","1258","1258","1258","52.75","52.75","52.75"
"5156864","1259","1259","1259","52.75","52.75","52.75"
"5160960","1260","1260","1260","52.75","52.75","52.75"
"5165056","1261","1261","1261","52.75","52.75","52.75"
"5169152","1262","1262","1262","52.75","52.75","52.75"
"5173248","1263","1263","1263","52.75","52.75","52.75"
"5177344","1264","1264","1264","52.75","52.75","52.75"
"5181440","1265","1265","1265","52.75","52.75","52.75"
"5185536","1266","1266","1266","52.75","52.75","52.75"
"5189632","1267","1267","1267","52.75","52.75","52.75"
"5193728","1268","1268","1268","52.75","52.75","52.75"
"5197824","1269","1269","1269","52.75","52.75","52.75"
"5201920","1270","1270","1270","52.75","52.75","52.75"
"5206016","1271","1271","1271","52.75","52.75","52.75"
"5210112","1272","1272","1272","52.75","52.75","52.75"
"5214208","1273","1273","1273","52.75","52.75","52.75"
"5218304","1274","1274","1274","52.75","52.75","52.75"
"5222400","1275","1275","1275","52.75","52.75","52.75"
"5226496","1276","1276","1276","52.75","52.75","52.75"
"5230592","1277","1277","1277","52.75","52.75","52.75"
"5234688","1278","1278","1278","52.75","52.75","52.75"
"5238784","1279","1279","1279","52.75","52.75","52.75"
"5242880","1280","1280","1280","52.75","52.75","52.75"
"5246976","1281","1281","1281","52.75","52.75","52.75"
"5251072","1282","1282","1282","52.75","52.75","52.75"
"5255168","1283","1283","1283","52.75","52.75","52.75"
"5259264","1284","1284","1284","52.75","52.75","52.75"
"5263360","1285","1285","1285","52.75","52.75","52.75"
"5267456","1286","1286","1286","52.75","52.75","52.75"
"5271552","1287","1287","1287","52.75","52.75","52.75"
"5275648","1288","1288","1288","52.75","52.75","52.75"
"5279744","1289","1289","1289","52.75","52.75","52.75"
"5283840","1290","1290","1290","52.75","52.75","52.75"
"5287936","1291","1291","1291","52.75","52.75","52.75"
"5292032","1292","1292","1292","52.75","52.75","52.75"
"5296128","1293","1293","1293","52.75","52.75","52.75"
"5300224","1294","1294","1294","52.75","52.75","52.75"
"5304320","1295","1295","1295","52.75","52.75","52.75"
"5308416","1296","1296","1296","52.75","52.75","52.75"
"5312512","1297","1297","1297","52.75","52.75","52.75"
"5316608","1298","1298","1298","52.75","52.75","52.75"
"5320704","1299","1299","1299","52.75","52.75","52.75"
"5324800","1300","1300","1300","52.75","52.75","52.75"
"5328896","1301","1301","1301","52.75","52.75","52.75"
"5332992","1302","1302","1302","52.75","52.75","52.75"
"5337088","1303","1303","1303","52.75","52.75","52.75"
"5341184","1304","1304","1304","52.75","52.75","52.75"
"5345280","1305","1305","1305","52.75","52.75","52.75"
"5349376","1306","1306","1306","52.75","52.75","52.75"
"5353472","1307","1307","1307","52.75","52.75","52.75"
"5357568","1308","1308","1308","52.75","52.75","52.75"
"5361664","1309","1309","1309","52.75","52.75","52.75"
"5365760","1310","1310","1310","52.75","52.75","52.75"
"5369856","1311","1311","1311","52.75","52.75","52.75"
"5373952","1312","1312","1312","52.75","52.75","52.75"
"5378048","1313","1313","1313","52.75","52.75","52.75"
"5382144","1314","1314","1314","52.75","52.75","52.75"
"5386240","1315","1315","1315","52.75","52.75","52.75"
"5390336","1316","1316","1316","52.75","52.75","52.75"
"5394432","1317","1317","1317","52.75","52.75","52.75"
"5398528","1318","1318","1318","52.75","52.75","52.75"
"5402624","1319","1319","1319","52.75","52.75","52.75"
"5406720","1320","1320","1320","52.75","52.75","52.75"
"5410816","1321","1321","1321","52.75","52.75","52.75"
"5414912","1322","1322","1322","52.75","52.75","52.75"
"5419008","1323","1323","1323","52.75","52.75","52.75"
"5423104","1324","1324","1324","52.75","52.75","52.75"
"5427200","1325","1325","1325","52.75","52.75","52.75"
"5431296","1326","1326","1326","52.75","52.75","52.75"
"5435392","1327","1327","1327","52.75","52.75","52.75"
"5439488","1328","1328","1328","52.75","52.75","52.75"
"5443584","1329","1329","1329","52.6650390625","52.6650390625","52.6650390625"
"5447680","1330","1330","1330","52.65625","52.65625","52.65625"
"5451776","1331","1331","1331","52.65625","52.65625","52.65625"
"5455872","1332","1332","1332","52.65625","52.65625","52.65625"
"5459968","1333","1333","1333","52.65625","52.65625","52.65625"
"5464064","1334","1334","1334","52.65625","52.65625","52.65625"
"5468160","1335","1335","1335","52.65625","52.65625","52.65625"
"5472256","1336","1336","1336","52.65625","52.65625","52.65625"
"5476352","1337","1337","1337","52.65625","52.65625","52.65625"
"5480448","1338","1338","1338","52.65625","52.65625","52.65625"
"5484544","1339","1339","1339","52.65625","52.65625","52.65625"
"5488640","1340","1340","1340","52.65625","52.65625","52.65625"
"5492736","1341","1341","1341","52.65625","52.65625","52.65625"
"5496832","1342","1342","1342","52.65625","52.65625","52.65625"
"5500928","1343","1343","1343","52.65625","52.65625","52.65625"
"5505024","1344","1344","1344","52.65625","52.65625","52.65625"
"5509120","1345","1345","1345","52.65625","52.65625","52.65625"
"5513216","1346","1346","1346","52.65625","52.65625","52.65625"
"5517312","1347","1347","1347","52.65625","52.65625","52.65625"
"5521408","1348","1348","1348","52.65625","52.65625","52.65625"
"5525504","1349","1349","1349","52.65625","52.65625","52.65625"
"5529600","1350","1350","1350","52.65625","52.65625","52.65625"
"5533696","1351","1351","1351","52.65625","52.65625","52.65625"
"5537792","1352","1352","1352","52.65625","52.65625","52.65625"
"5541888","1353","1353","1353","52.65625","52.65625","52.65625"
"5545984","1354","1354","1354","52.65625","52.65625","52.65625"
"5550080","1355","1355","1355","52.65625","52.65625","52.65625"
"5554176","1356","1356","1356","52.65625","52.65625","52.65625"
"5558272","1357","1357","1357","52.65625","52.65625","52.65625"
"5562368","1358","1358","1358","52.65625","52.65625","52.65625"
"5566464","1359","1359","1359","52.65625","52.65625","52.65625"
"5570560","1360","1360","1360","52.65625","52.65625","52.65625"
"5574656","1361","1361","1361","52.65625","52.65625","52.65625"
"5578752","1362","1362","1362","52.65625","52.65625","52.65625"
"5582848","1363","1363","1363","52.65625","52.65625","52.65625"
"5586944","1364","1364","1364","52.65625","52.65625","52.65625"
"5591040","1365","1365","1365","52.65625","52.65625","52.65625"
"5595136","1366","1366","1366","52.65625","52.65625","52.65625"
"5599232","1367","1367","1367","52.65625","52.65625","52.65625"
"5603328","1368","1368","1368","52.65625","52.65625","52.65625"
"5607424","1369","1369","1369","52.65625","52.65625","52.65625"
"5611520","1370","1370","1370","52.65625","52.65625","52.65625"
"5615616","1371","1371","1371","52.65625","52.65625","52.65625"
"5619712","1372","1372","1372","52.65625","52.65625","52.65625"
"5623808","1373","1373","1373","52.65625","52.65625","52.65625"
"5627904","1374","1374","1374","52.65625","52.65625","52.65625"
"5632000","1375","1375","1375","52.65625","52.65625","52.65625"
"5636096","1376","1376","1376","52.65625","52.65625","52.65625"
"5640192","1377","1377","1377","52.65625","52.65625","52.65625"
"5644288","1378","1378","1378","52.65625","52.65625","52.65625"
"5648384","1379","1379","1379","52.65625","52.65625","52.65625"
"5652480","1380","1380","1380","52.65625","52.65625","52.65625"
"5656576","1381","1381","1381","52.65625","52.65625","52.65625"
"5660672","1382","1382","1382","52.65625","52.65625","52.65625"
"5664768","1383","1383","1383","52.65625","52.65625","52.65625"
"5668864","1384","1384","1384","52.65625","52.65625","52.65625"
"5672960","1385","1385","1385","52.65625","52.65625","52.65625"
"5677056","1386","1386","1386","52.65625","52.65625","52.65625"
"5681152","1387","1387","1387","52.65625","52.65625","52.65625"
"5685248","1388","1388","1388","52.65625","52.65625","52.65625"
"5689344","1389","1389","1389","52.65625","52.65625","52.65625"
"5693440","1390","1390","1390","52.65625","52.65625","52.65625"
"5697536","1391","1391","1391","52.65625","52.65625","52.65625"
"5701632","1392","1392","1392","52.65625","52.65625","52.65625"
"5705728","1393","1393","1393","52.65625","52.65625","52.65625"
"5709824","1394","1394","1394","52.65625","52.65625","52.65625"
"5713920","1395","1395","1395","52.65625","52.65625","52.65625"
"5718016","1396","1396","1396","52.65625","52.65625","52.65625"
"5722112","1397","1397","1397","52.65625","52.65625","52.65625"
"5726208","1398","1398","1398","52.65625","52.65625","52.65625"
"5730304","1399","1399","1399","52.65625","52.65625","52.65625"
"5734400","1400","1400","1400","52.65625","52.65625","52.65625"
"5738496","1401","1401","1401","52.65625","52.65625","52.65625"
"5742592","1402","1402","1402","52.65625","52.65625","52.65625"
"5746688","1403","1403","1403","52.65625","52.65625","52.65625"
"5750784","1404","1404","1404","52.65625","52.65625","52.65625"
"5754880","1405","1405","1405","52.65625","52.65625","52.65625"
"5758976","1406","1406","1406","52.65625","52.65625","52.65625"
"5763072","1407","1407","1407","11.5185546875","11.5185546875","11.5185546875"
"5767168","1408","1408","1408","0","0","0"
"5771264","1409","1409","1409","0","0","0"
"5775360","1410","1410","1410","0","0","0"
"5779456","1411","1411","1411","0","0","0"
"5783552","1412","1412","1412","0","0","0"
"5787648","1413","1413","1413","0","0","0"
"5791744","1414","1414","1414","0","0","0"
"5795840","1415","1415","1415","0","0","0"
"5799936","1416","1416","1416","0","0","0"
"5804032","1417","1417","1417","0","0","0"
"5808128","1418","1418","1418","0","0","0"
"5812224","1419","1419","1419","0","0","0"
"5816320","1420","1420","1420","0","0","0"
"5820416","1421","1421","1421","0","0","0"
"5824512","1422","1422","1422","0","0","0"
"5828608","1423","1423","1423","0","0","0"
"5832704","1424","1424","1424","0","0","0"
"5836800","1425","1425","1425","0","0","0"
"5840896","1426","1426","1426","0","0","0"
"5844992","1427","1427","1427","0","0","0"
"5849088","1428","1428","1428","0","0","0"
"5853184","1429","1429","1429","0","0","0"
"5857280","1430","1430","1430","0","0","0"
"5861376","1431","1431","1431","0","0","0"
"5865472","1432","1432","1432","0","0","0"
"5869568","1433","1433","1433","0","0","0"
"5873664","1434","1434","1434","0","0","0"
"5877760","1435","1435","1435","0","0","0"
"5881856","1436","1436","1436","0","0","0"
"5885952","1437","1437","1437","0","0","0"
"5890048","1438","1438","1438","0","0","0"
"5894144","1439","1439","1439","0","0","0"
"5898240","1440","1440","1440","0","0","0"
"5902336","1441","1441","1441","0","0","0"
"5906432","1442","1442","1442","0","0","0"
"5910528","1443","1443","1443","0","0","0"
"5914624","1444","1444","1444","0","0","0"
"5918720","1445","1445","1445","0","0","0"
"5922816","1446","1446","1446","0","0","0"
"5926912","1447","1447","1447","0","0","0"
"5931008","1448","1448","1448","0","0","0"
"5935104","1449","1449","1449","0","0","0"
"5939200","1450","1450","1450","0","0","0"
"5943296","1451","1451","1451","0","0","0"
"5947392","1452","1452","1452","0","0","0"
"5951488","1453","1453","1453","0","0","0"
"5955584","1454","1454","1454","0","0","0"
"5959680","1455","1455","1455","0","0","0"
"5963776","1456","1456","1456","0","0","0"
"5967872","1457","1457","1457","0","0","0"
"5971968","1458","1458","1458","0","0","0"
"5976064","1459","1459","1459","0","0","0"
"5980160","1460","1460","1460","0","0","0"
"5984256","1461","1461","1461","0","0","0"
"5988352","1462","1462","1462","0","0","0"
"5992448","1463","1463","1463","0","0","0"
"5996544","1464","1464","1464","0","0","0"
"6000640","1465","1465","1465","0","0","0"
"6004736","1466","1466","1466","0","0","0"
"6008832","1467","1467","1467","0","0","0"
"6012928","1468","1468","1468","0","0","0"
"6017024","1469","1469","1469","0","0","0"
"6021120","1470","1470","1470","0","0","0"
"6025216","1471","1471","1471","0","0","0"
"6029312","1472","1472","1472","0","0","0"
"6033408","1473","1473","1473","0","0","0"
"6037504","1474","1474","1474","0","0","0"
"6041600","1475","1475","1475","0","0","0"
"6045696","1476","1476","1476","0","0","0"
"6049792","1477","1477","1477","0","0","0"
"6053888","1478","1478","1478","0","0","0"
"6057984","1479","1479","1479","0","0","0"
"6062080","1480","1480","1480","0","0","0"
"6066176","1481","1481","1481","0","0","0"
"6070272","1482","1482","1482","0","0","0"
"6074368","1483","1483","1483","0","0","0"
"6078464","1484","1484","1484","0","0","0"
"6082560","1485","1485","1485","0.5537109375","0.5537109375","0.5537109375"
"6086656","1486","1486","1486","0.84375","0.84375","0.84375"
"6090752","1487","1487","1487","0.84375","0.84375","0.84375"
"6094848","1488","1488","1488","0.84375","0.84375","0.84375"
"6098944","1489","1489","1489","0.84375","0.84375","0.84375"
"6103040","1490","1490","1490","0.84375","0.84375","0.84375"
"6107136","1491","1491","1491","0.84375","0.84375","0.84375"
"6111232","1492","1492","1492","0.84375","0.84375","0.84375"
"6115328","1493","1493","1493","0.84375","0.84375","0.84375"
"6119424","1494","1494","1494","0.84375","0.84375","0.84375"
"6123520","1495","1495","1495","0.84375","0.84375","0.84375"
"6127616","1496","1496","1496","0.84375","0.84375","0.84375"
"6131712","1497","1497","1497","0.84375","0.84375","0.84375"
"6135808","1498","1498","1498","0.84375","0.84375","0.84375"
"6139904","1499","1499","1499","0.84375","0.84375","0.84375"
"6144000","1500","1500","1500","0.84375","0.84375","0.84375"
"6148096","1501","1501","1501","0.84375","0.84375","0.84375"
"6152192","1502","1502","1502","0.84375","0.84375","0.84375"
"6156288","1503","1503","1503","0.84375","0.84375","0.84375"
"6160384","1504","1504","1504","0.84375","0.84375","0.84375"
"6164480","1505","1505","1505","0.84375","0.84375","0.84375"
"6168576","1506","1506","1506","0.84375","0.84375","0.84375"
"6172672","1507","1507","1507","0.84375","0.84375","0.84375"
"6176768","1508","1508","1508","0.84375","0.84375","0.84375"
"6180864","1509","1509","1509","0.84375","0.84375","0.84375"
"6184960","1510","1510","1510","0.84375","0.84375","0.84375"
"6189056","1511","1511","1511","0.84375","0.84375","0.84375"
"6193152","1512","1512","1512","0.84375","0.84375","0.84375"
"6197248","1513","1513","1513","0.84375","0.84375","0.84375"
"6201344","1514","1514","1514","0.84375","0.84375","0.84375"
"6205440","1515","1515","1515","0.84375","0.84375","0.84375"
"6209536","1516","1516","1516","0.84375","0.84375","0.84375"
"6213632","1517","1517","1517","0.84375","0.84375","0.84375"
"6217728","1518","1518","1518","0.84375","0.84375","0.84375"
"6221824","1519","1519","1519","0.84375","0.84375","0.84375"
"6225920","1520","1520","1520","0.84375","0.84375","0.84375"
"6230016","1521","1521","1521","0.84375","0.84375","0.84375"
"6234112","1522","1522","1522","0.84375","0.84375","0.84375"
"6238208","1523","1523","1523","0.84375","0.84375","0.84375"
"6242304","1524","1524","1524","0.84375","0.84375","0.84375"
"6246400","1525","1525","1525","0.84375","0.84375","0.84375"
"6250496","1526","1526","1526","0.84375","0.84375","0.84375"
"6254592","1527","1527","1527","0.84375","0.84375","0.84375"
"6258688","1528","1528","1528","0.84375","0.84375","0.84375"
"6262784","1529","1529","1529","0.84375","0.84375","0.84375"
"6266880","1530","1530","1530","0.84375","0.84375","0.84375"
"6270976","1531","1531","1531","0.84375","0.84375","0.84375"
"6275072","1532","1532","1532","0.84375","0.84375","0.84375"
"6279168","1533","1533","1533","0.84375","0.84375","0.84375"
"6283264","1534","1534","1534","0.84375","0.84375","0.84375"
"6287360","1535","1535","1535","0.84375","0.84375","0.84375"
"6291456","1536","1536","1536","0.84375","0.84375","0.84375"
"6295552","1537","1537","1537","0.84375","0.84375","0.84375"
"6299648","1538","1538","1538","0.84375","0.84375","0.84375"
"6303744","1539","1539","1539","0.84375","0.84375","0.84375"
"6307840","1540","1540","1540","0.84375","0.84375","0.84375"
"6311936","1541","1541","1541","0.84375","0.84375","0.84375"
"6316032","1542","1542","1542","0.84375","0.84375","0.84375"
"6320128","1543","1543","1543","0.84375","0.84375","0.84375"
"6324224","1544","1544","1544","0.84375","0.84375","0.84375"
"6328320","1545","1545","1545","0.84375","0.84375","0.84375"
"6332416","1546","1546","1546","0.84375","0.84375","0.84375"
"6336512","1547","1547","1547","0.84375","0.84375","0.84375"
"6340608","1548","1548","1548","0.84375","0.84375","0.84375"
"6344704","1549","1549","1549","0.84375","0.84375","0.84375"
"6348800","1550","1550","1550","0.84375","0.84375","0.84375"
"6352896","1551","1551","1551","0.84375","0.84375","0.84375"
"6356992","1552","1552","1552","0.84375","0.84375","0.84375"
"6361088","1553","1553","1553","0.84375","0.84375","0.84375"
"6365184","1554","1554","1554","0.84375","0.84375","0.84375"
"6369280","1555","1555","1555","0.84375","0.84375","0.84375"
"6373376","1556","1556","1556","0.84375","0.84375","0.84375"
"6377472","1557","1557","1557","0.84375","0.84375","0.84375"
"6381568","1558","1558","1558","0.84375","0.84375","0.84375"
"6385664","1559","1559","1559","0.84375","0.84375","0.84375"
"6389760","1560","1560","1560","0.84375","0.84375","0.84375"
"6393856","1561","1561","1561","0.84375","0.84375","0.84375"
"6397952","1562","1562","1562","0.84375","0.84375","0.84375"
"6402048","1563","1563","1563","1.2587890625","1.2587890625","1.2587890625"
"6406144","1564","1564","1564","1.625","1.625","1.625"
"6410240","1565","1565","1565","1.625","1.625","1.625"
"6414336","1566","1566","1566","1.625","1.625","1.625"
"6418432","1567","1567","1567","1.625","1.625","1.625"
"6422528","1568","1568","1568","1.625","1.625","1.625"
"6426624","1569","1569","1569","1.625","1.625","1.625"
"6430720","1570","1570","1570","1.625","1.625","1.625"
"6434816","1571","1571","1571","1.625","1.625","1.625"
"6438912","1572","1572","1572","1.625","1.625","1.625"
"6443008","1573","1573","1573","1.625","1.625","1.625"
"6447104","1574","1574","1574","1.625","1.625","1.625"
"6451200","1575","1575","1575","1.625","1.625","1.625"
"6455296","1576","1576","1576","1.625","1.625","1.625"
"6459392","1577","1577","1577","1.625","1.625","1.625"
"6463488","1578","1578","1578","1.625","1.625","1.625"
"6467584","1579","1579","1579","1.625","1.625","1.625"
"6471680","1580","1580","1580","1.625","1.625","1.625"
"6475776","1581","1581","1581","1.625","1.625","1.625"
"6479872","1582","1582","1582","1.625","1.625","1.625"
"6483968","1583","1583","1583","1.625","1.625","1.625"
"6488064","1584","1584","1584","1.625","1.625","1.625"
"6492160","1585","1585","1585","1.625","1.625","1.625"
"6496256","1586","1586","1586","1.625","1.625","1.625"
"6500352","1587","1587","1587","1.625","1.625","1.625"
"6504448","1588","1588","1588","1.625","1.625","1.625"
"6508544","1589","1589","1589","1.625","1.625","1.625"
"6512640","1590","1590","1590","1.625","1.625","1.625"
"6516736","1591","1591","1591","1.625","1.625","1.625"
"6520832","1592","1592","1592","1.625","1.625","1.625"
"6524928","1593","1593","1593","1.625","1.625","1.625"
"6529024","1594","1594","1594","1.625","1.625","1.625"
"6533120","1595","1595","1595","1.625","1.625","1.625"
"6537216","1596","1596","1596","1.625","1.625","1.625"
"6541312","1597","1597","1597","1.625","1.625","1.625"
"6545408","1598","1598","1598","1.625","1.625","1.625"
"6549504","1599","1599","1599","1.625","1.625","1.625"
"6553600","1600","1600","1600","1.625","1.625","1.625"
"6557696","1601","1601","1601","1.625","1.625","1.625"
"6561792","1602","1602","1602","1.625","1.625","1.625"
"6565888","1603","1603","1603","1.625","1.625","1.625"
"6569984","1604","1604","1604","1.625","1.625","1.625"
"6574080","1605","1605","1605","1.625","1.625","1.625"
"6578176","1606","1606","1606","1.625","1.625","1.625"
"6582272","1607","1607","1607","1.625","1.625","1.625"
"6586368","1608","1608","1608","1.625","1.625","1.625"
"6590464","1609","1609","1609","1.625","1.625","1.625"
"6594560","1610","1610","1610","1.625","1.625","1.625"
"6598656","1611","1611","1611","1.625","1.625","1.625"
"6602752","1612","1612","1612","1.625","1.625","1.625"
"6606848","1613","1613","1613","1.625","1.625","1.625"
"6610944","1614","1614","1614","1.625","1.625","1.625"
"6615040","1615","1615","1615","1.625","1.625","1.625"
"6619136","1616","1616","1616","1.625","1.625","1.625"
"6623232","1617","1617","1617","1.625","1.625","1.625"
"6627328","1618","1618","1618","1.625","1.625","1.625"
"6631424","1619","1619","1619","1.625","1.625","1.625"
"6635520","1620","1620","1620","1.625","1.625","1.625"
"6639616","1621","1621","1621","1.625","1.625","1.625"
"6643712","1622","1622","1622","1.625","1.625","1.625"
"6647808","1623","1623","1623","1.625","1.625","1.625"
"6651904","1624","1624","1624","1.625","1.625","1.625"
"6656000","1625","1625","1625","1.625","1.625","1.625"
"6660096","1626","1626","1626","1.625","1.625","1.625"
"6664192","1627","1627","1627","1.625","1.625","1.625"
"6668288","1628","1628","1628","1.625","1.625","1.625"
"6672384","1629","1629","1629","1.625","1.625","1.625"
"6676480","1630","1630","1630","1.625","1.625","1.625"
"6680576","1631","1631","1631","1.625","1.625","1.625"
"6684672","1632","1632","1632","1.625","1.625","1.625"
"6688768","1633","1633","1633","1.625","1.625","1.625"
"6692864","1634","1634","1634","1.625","1.625","1.625"
"6696960","1635","1635","1635","1.625","1.625","1.625"
"6701056","1636","1636","1636","1.625","1.625","1.625"
"6705152","1637","1637","1637","1.625","1.625","1.625"
"6709248","1638","1638","1638","1.625","1.625","1.625"
"6713344","1639","1639","1639","1.625","1.625","1.625"
"6717440","1640","1640","1640","1.625","1.625","1.625"
"6721536","1641","1641","1641","17.567138671875","17.567138671875","17.567138671875"
"6725632","1642","1642","1642","40.8671875","40.8671875","40.8671875"
"6729728","1643","1643","1643","40.8671875","40.8671875","40.8671875"
"6733824","1644","1644","1644","40.8671875","40.8671875","40.8671875"
"6737920","1645","1645","1645","40.8671875","40.8671875","40.8671875"
"6742016","1646","1646","1646","40.8671875","40.8671875","40.8671875"
"6746112","1647","1647","1647","40.8671875","40.8671875","40.8671875"
"6750208","1648","1648","1648","40.8671875","40.8671875","40.8671875"
"6754304","1649","1649","1649","40.8671875","40.8671875","40.8671875"
"6758400","1650","1650","1650","40.8671875","40.8671875","40.8671875"
"6762496","1651","1651","1651","40.8671875","40.8671875","40.8671875"
"6766592","1652","1652","1652","40.8671875","40.8671875","40.8671875"
"6770688","1653","1653","1653","40.8671875","40.8671875","40.8671875"
"6774784","1654","1654","1654","40.8671875","40.8671875","40.8671875"
"6778880","1655","1655","1655","40.8671875","40.8671875","40.8671875"
"6782976","1656","1656","1656","40.8671875","40.8671875","40.8671875"
"6787072","1657","1657","1657","40.8671875","40.8671875","40.8671875"
"6791168","1658","1658","1658","40.8671875","40.8671875","40.8671875"
"6795264","1659","1659","1659","40.8671875","40.8671875","40.8671875"
"6799360","1660","1660","1660","40.8671875","40.8671875","40.8671875"
"6803456","1661","1661","1661","40.8671875","40.8671875","40.8671875"
"6807552","1662","1662","1662","40.8671875","40.8671875","40.8671875"
"6811648","1663","1663","1663","40.8671875","40.8671875","40.8671875"
