"env_step","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - _step","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","Freeway-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"3178496","776","776","776","47.0546875","47.0546875","47.0546875"
"3182592","777","777","777","47.0546875","47.0546875","47.0546875"
"3186688","778","778","778","47.0546875","47.0546875","47.0546875"
"3190784","779","779","779","47.0546875","47.0546875","47.0546875"
"3194880","780","780","780","47.0546875","47.0546875","47.0546875"
"3198976","781","781","781","47.0546875","47.0546875","47.0546875"
"3203072","782","782","782","49.111572265625","49.111572265625","49.111572265625"
"3207168","783","783","783","49.6875","49.6875","49.6875"
"3211264","784","784","784","49.6875","49.6875","49.6875"
"3215360","785","785","785","49.6875","49.6875","49.6875"
"3219456","786","786","786","49.6875","49.6875","49.6875"
"3223552","787","787","787","49.6875","49.6875","49.6875"
"3227648","788","788","788","49.6875","49.6875","49.6875"
"3231744","789","789","789","49.6875","49.6875","49.6875"
"3235840","790","790","790","49.6875","49.6875","49.6875"
"3239936","791","791","791","49.6875","49.6875","49.6875"
"3244032","792","792","792","49.6875","49.6875","49.6875"
"3248128","793","793","793","49.6875","49.6875","49.6875"
"3252224","794","794","794","49.6875","49.6875","49.6875"
"3256320","795","795","795","49.6875","49.6875","49.6875"
"3260416","796","796","796","49.6875","49.6875","49.6875"
"3264512","797","797","797","49.6875","49.6875","49.6875"
"3268608","798","798","798","49.6875","49.6875","49.6875"
"3272704","799","799","799","49.6875","49.6875","49.6875"
"3276800","800","800","800","49.6875","49.6875","49.6875"
"3280896","801","801","801","49.6875","49.6875","49.6875"
"3284992","802","802","802","49.6875","49.6875","49.6875"
"3289088","803","803","803","49.6875","49.6875","49.6875"
"3293184","804","804","804","49.6875","49.6875","49.6875"
"3297280","805","805","805","49.6875","49.6875","49.6875"
"3301376","806","806","806","49.6875","49.6875","49.6875"
"3305472","807","807","807","49.6875","49.6875","49.6875"
"3309568","808","808","808","49.6875","49.6875","49.6875"
"3313664","809","809","809","49.6875","49.6875","49.6875"
"3317760","810","810","810","49.6875","49.6875","49.6875"
"3321856","811","811","811","49.6875","49.6875","49.6875"
"3325952","812","812","812","49.6875","49.6875","49.6875"
"3330048","813","813","813","49.6875","49.6875","49.6875"
"3334144","814","814","814","49.6875","49.6875","49.6875"
"3338240","815","815","815","49.6875","49.6875","49.6875"
"3342336","816","816","816","49.6875","49.6875","49.6875"
"3346432","817","817","817","49.6875","49.6875","49.6875"
"3350528","818","818","818","49.6875","49.6875","49.6875"
"3354624","819","819","819","49.6875","49.6875","49.6875"
"3358720","820","820","820","49.6875","49.6875","49.6875"
"3362816","821","821","821","49.6875","49.6875","49.6875"
"3366912","822","822","822","49.6875","49.6875","49.6875"
"3371008","823","823","823","49.6875","49.6875","49.6875"
"3375104","824","824","824","49.6875","49.6875","49.6875"
"3379200","825","825","825","49.6875","49.6875","49.6875"
"3383296","826","826","826","49.6875","49.6875","49.6875"
"3387392","827","827","827","49.6875","49.6875","49.6875"
"3391488","828","828","828","49.6875","49.6875","49.6875"
"3395584","829","829","829","49.6875","49.6875","49.6875"
"3399680","830","830","830","49.6875","49.6875","49.6875"
"3403776","831","831","831","49.6875","49.6875","49.6875"
"3407872","832","832","832","49.6875","49.6875","49.6875"
"3411968","833","833","833","49.6875","49.6875","49.6875"
"3416064","834","834","834","49.6875","49.6875","49.6875"
"3420160","835","835","835","49.6875","49.6875","49.6875"
"3424256","836","836","836","49.6875","49.6875","49.6875"
"3428352","837","837","837","49.6875","49.6875","49.6875"
"3432448","838","838","838","49.6875","49.6875","49.6875"
"3436544","839","839","839","49.6875","49.6875","49.6875"
"3440640","840","840","840","49.6875","49.6875","49.6875"
"3444736","841","841","841","49.6875","49.6875","49.6875"
"3448832","842","842","842","49.6875","49.6875","49.6875"
"3452928","843","843","843","49.6875","49.6875","49.6875"
"3457024","844","844","844","49.6875","49.6875","49.6875"
"3461120","845","845","845","49.6875","49.6875","49.6875"
"3465216","846","846","846","49.6875","49.6875","49.6875"
"3469312","847","847","847","49.6875","49.6875","49.6875"
"3473408","848","848","848","49.6875","49.6875","49.6875"
"3477504","849","849","849","49.6875","49.6875","49.6875"
"3481600","850","850","850","49.6875","49.6875","49.6875"
"3485696","851","851","851","49.6875","49.6875","49.6875"
"3489792","852","852","852","49.6875","49.6875","49.6875"
"3493888","853","853","853","49.6875","49.6875","49.6875"
"3497984","854","854","854","49.6875","49.6875","49.6875"
"3502080","855","855","855","49.6875","49.6875","49.6875"
"3506176","856","856","856","49.6875","49.6875","49.6875"
"3510272","857","857","857","49.6875","49.6875","49.6875"
"3514368","858","858","858","49.6875","49.6875","49.6875"
"3518464","859","859","859","49.6875","49.6875","49.6875"
"3522560","860","860","860","50.082275390625","50.082275390625","50.082275390625"
"3526656","861","861","861","50.2890625","50.2890625","50.2890625"
"3530752","862","862","862","50.2890625","50.2890625","50.2890625"
"3534848","863","863","863","50.2890625","50.2890625","50.2890625"
"3538944","864","864","864","50.2890625","50.2890625","50.2890625"
"3543040","865","865","865","50.2890625","50.2890625","50.2890625"
"3547136","866","866","866","50.2890625","50.2890625","50.2890625"
"3551232","867","867","867","50.2890625","50.2890625","50.2890625"
"3555328","868","868","868","50.2890625","50.2890625","50.2890625"
"3559424","869","869","869","50.2890625","50.2890625","50.2890625"
"3563520","870","870","870","50.2890625","50.2890625","50.2890625"
"3567616","871","871","871","50.2890625","50.2890625","50.2890625"
"3571712","872","872","872","50.2890625","50.2890625","50.2890625"
"3575808","873","873","873","50.2890625","50.2890625","50.2890625"
"3579904","874","874","874","50.2890625","50.2890625","50.2890625"
"3584000","875","875","875","50.2890625","50.2890625","50.2890625"
"3588096","876","876","876","50.2890625","50.2890625","50.2890625"
"3592192","877","877","877","50.2890625","50.2890625","50.2890625"
"3596288","878","878","878","50.2890625","50.2890625","50.2890625"
"3600384","879","879","879","50.2890625","50.2890625","50.2890625"
"3604480","880","880","880","50.2890625","50.2890625","50.2890625"
"3608576","881","881","881","50.2890625","50.2890625","50.2890625"
"3612672","882","882","882","50.2890625","50.2890625","50.2890625"
"3616768","883","883","883","50.2890625","50.2890625","50.2890625"
"3620864","884","884","884","50.2890625","50.2890625","50.2890625"
"3624960","885","885","885","50.2890625","50.2890625","50.2890625"
"3629056","886","886","886","50.2890625","50.2890625","50.2890625"
"3633152","887","887","887","50.2890625","50.2890625","50.2890625"
"3637248","888","888","888","50.2890625","50.2890625","50.2890625"
"3641344","889","889","889","50.2890625","50.2890625","50.2890625"
"3645440","890","890","890","50.2890625","50.2890625","50.2890625"
"3649536","891","891","891","50.2890625","50.2890625","50.2890625"
"3653632","892","892","892","50.2890625","50.2890625","50.2890625"
"3657728","893","893","893","50.2890625","50.2890625","50.2890625"
"3661824","894","894","894","50.2890625","50.2890625","50.2890625"
"3665920","895","895","895","50.2890625","50.2890625","50.2890625"
"3670016","896","896","896","50.2890625","50.2890625","50.2890625"
"3674112","897","897","897","50.2890625","50.2890625","50.2890625"
"3678208","898","898","898","50.2890625","50.2890625","50.2890625"
"3682304","899","899","899","50.2890625","50.2890625","50.2890625"
"3686400","900","900","900","50.2890625","50.2890625","50.2890625"
"3690496","901","901","901","50.2890625","50.2890625","50.2890625"
"3694592","902","902","902","50.2890625","50.2890625","50.2890625"
"3698688","903","903","903","50.2890625","50.2890625","50.2890625"
"3702784","904","904","904","50.2890625","50.2890625","50.2890625"
"3706880","905","905","905","50.2890625","50.2890625","50.2890625"
"3710976","906","906","906","50.2890625","50.2890625","50.2890625"
"3715072","907","907","907","50.2890625","50.2890625","50.2890625"
"3719168","908","908","908","50.2890625","50.2890625","50.2890625"
"3723264","909","909","909","50.2890625","50.2890625","50.2890625"
"3727360","910","910","910","50.2890625","50.2890625","50.2890625"
"3731456","911","911","911","50.2890625","50.2890625","50.2890625"
"3735552","912","912","912","50.2890625","50.2890625","50.2890625"
"3739648","913","913","913","50.2890625","50.2890625","50.2890625"
"3743744","914","914","914","50.2890625","50.2890625","50.2890625"
"3747840","915","915","915","50.2890625","50.2890625","50.2890625"
"3751936","916","916","916","50.2890625","50.2890625","50.2890625"
"3756032","917","917","917","50.2890625","50.2890625","50.2890625"
"3760128","918","918","918","50.2890625","50.2890625","50.2890625"
"3764224","919","919","919","50.2890625","50.2890625","50.2890625"
"3768320","920","920","920","50.2890625","50.2890625","50.2890625"
"3772416","921","921","921","50.2890625","50.2890625","50.2890625"
"3776512","922","922","922","50.2890625","50.2890625","50.2890625"
"3780608","923","923","923","50.2890625","50.2890625","50.2890625"
"3784704","924","924","924","50.2890625","50.2890625","50.2890625"
"3788800","925","925","925","50.2890625","50.2890625","50.2890625"
"3792896","926","926","926","50.2890625","50.2890625","50.2890625"
"3796992","927","927","927","50.2890625","50.2890625","50.2890625"
"3801088","928","928","928","50.2890625","50.2890625","50.2890625"
"3805184","929","929","929","50.2890625","50.2890625","50.2890625"
"3809280","930","930","930","50.2890625","50.2890625","50.2890625"
"3813376","931","931","931","50.2890625","50.2890625","50.2890625"
"3817472","932","932","932","50.2890625","50.2890625","50.2890625"
"3821568","933","933","933","50.2890625","50.2890625","50.2890625"
"3825664","934","934","934","50.2890625","50.2890625","50.2890625"
"3829760","935","935","935","50.2890625","50.2890625","50.2890625"
"3833856","936","936","936","50.2890625","50.2890625","50.2890625"
"3837952","937","937","937","50.2890625","50.2890625","50.2890625"
"3842048","938","938","938","50.89501953125","50.89501953125","50.89501953125"
"3846144","939","939","939","51.4296875","51.4296875","51.4296875"
"3850240","940","940","940","51.4296875","51.4296875","51.4296875"
"3854336","941","941","941","51.4296875","51.4296875","51.4296875"
"3858432","942","942","942","51.4296875","51.4296875","51.4296875"
"3862528","943","943","943","51.4296875","51.4296875","51.4296875"
"3866624","944","944","944","51.4296875","51.4296875","51.4296875"
"3870720","945","945","945","51.4296875","51.4296875","51.4296875"
"3874816","946","946","946","51.4296875","51.4296875","51.4296875"
"3878912","947","947","947","51.4296875","51.4296875","51.4296875"
"3883008","948","948","948","51.4296875","51.4296875","51.4296875"
"3887104","949","949","949","51.4296875","51.4296875","51.4296875"
"3891200","950","950","950","51.4296875","51.4296875","51.4296875"
"3895296","951","951","951","51.4296875","51.4296875","51.4296875"
"3899392","952","952","952","51.4296875","51.4296875","51.4296875"
"3903488","953","953","953","51.4296875","51.4296875","51.4296875"
"3907584","954","954","954","51.4296875","51.4296875","51.4296875"
"3911680","955","955","955","51.4296875","51.4296875","51.4296875"
"3915776","956","956","956","51.4296875","51.4296875","51.4296875"
"3919872","957","957","957","51.4296875","51.4296875","51.4296875"
"3923968","958","958","958","51.4296875","51.4296875","51.4296875"
"3928064","959","959","959","51.4296875","51.4296875","51.4296875"
"3932160","960","960","960","51.4296875","51.4296875","51.4296875"
"3936256","961","961","961","51.4296875","51.4296875","51.4296875"
"3940352","962","962","962","51.4296875","51.4296875","51.4296875"
"3944448","963","963","963","51.4296875","51.4296875","51.4296875"
"3948544","964","964","964","51.4296875","51.4296875","51.4296875"
"3952640","965","965","965","51.4296875","51.4296875","51.4296875"
"3956736","966","966","966","51.4296875","51.4296875","51.4296875"
"3960832","967","967","967","51.4296875","51.4296875","51.4296875"
"3964928","968","968","968","51.4296875","51.4296875","51.4296875"
"3969024","969","969","969","51.4296875","51.4296875","51.4296875"
"3973120","970","970","970","51.4296875","51.4296875","51.4296875"
"3977216","971","971","971","51.4296875","51.4296875","51.4296875"
"3981312","972","972","972","51.4296875","51.4296875","51.4296875"
"3985408","973","973","973","51.4296875","51.4296875","51.4296875"
"3989504","974","974","974","51.4296875","51.4296875","51.4296875"
"3993600","975","975","975","51.4296875","51.4296875","51.4296875"
"3997696","976","976","976","51.4296875","51.4296875","51.4296875"
"4001792","977","977","977","51.4296875","51.4296875","51.4296875"
"4005888","978","978","978","51.4296875","51.4296875","51.4296875"
"4009984","979","979","979","51.4296875","51.4296875","51.4296875"
"4014080","980","980","980","51.4296875","51.4296875","51.4296875"
"4018176","981","981","981","51.4296875","51.4296875","51.4296875"
"4022272","982","982","982","51.4296875","51.4296875","51.4296875"
"4026368","983","983","983","51.4296875","51.4296875","51.4296875"
"4030464","984","984","984","51.4296875","51.4296875","51.4296875"
"4034560","985","985","985","51.4296875","51.4296875","51.4296875"
"4038656","986","986","986","51.4296875","51.4296875","51.4296875"
"4042752","987","987","987","51.4296875","51.4296875","51.4296875"
"4046848","988","988","988","51.4296875","51.4296875","51.4296875"
"4050944","989","989","989","51.4296875","51.4296875","51.4296875"
"4055040","990","990","990","51.4296875","51.4296875","51.4296875"
"4059136","991","991","991","51.4296875","51.4296875","51.4296875"
"4063232","992","992","992","51.4296875","51.4296875","51.4296875"
"4067328","993","993","993","51.4296875","51.4296875","51.4296875"
"4071424","994","994","994","51.4296875","51.4296875","51.4296875"
"4075520","995","995","995","51.4296875","51.4296875","51.4296875"
"4079616","996","996","996","51.4296875","51.4296875","51.4296875"
"4083712","997","997","997","51.4296875","51.4296875","51.4296875"
"4087808","998","998","998","51.4296875","51.4296875","51.4296875"
"4091904","999","999","999","51.4296875","51.4296875","51.4296875"
"4096000","1000","1000","1000","51.4296875","51.4296875","51.4296875"
"4100096","1001","1001","1001","51.4296875","51.4296875","51.4296875"
"4104192","1002","1002","1002","51.4296875","51.4296875","51.4296875"
"4108288","1003","1003","1003","51.4296875","51.4296875","51.4296875"
"4112384","1004","1004","1004","51.4296875","51.4296875","51.4296875"
"4116480","1005","1005","1005","51.4296875","51.4296875","51.4296875"
"4120576","1006","1006","1006","51.4296875","51.4296875","51.4296875"
"4124672","1007","1007","1007","51.4296875","51.4296875","51.4296875"
"4128768","1008","1008","1008","51.4296875","51.4296875","51.4296875"
"4132864","1009","1009","1009","51.4296875","51.4296875","51.4296875"
"4136960","1010","1010","1010","51.4296875","51.4296875","51.4296875"
"4141056","1011","1011","1011","51.4296875","51.4296875","51.4296875"
"4145152","1012","1012","1012","51.4296875","51.4296875","51.4296875"
"4149248","1013","1013","1013","51.4296875","51.4296875","51.4296875"
"4153344","1014","1014","1014","51.4296875","51.4296875","51.4296875"
"4157440","1015","1015","1015","51.4296875","51.4296875","51.4296875"
"4161536","1016","1016","1016","51.915283203125","51.915283203125","51.915283203125"
"4165632","1017","1017","1017","52.625","52.625","52.625"
"4169728","1018","1018","1018","52.625","52.625","52.625"
"4173824","1019","1019","1019","52.625","52.625","52.625"
"4177920","1020","1020","1020","52.625","52.625","52.625"
"4182016","1021","1021","1021","52.625","52.625","52.625"
"4186112","1022","1022","1022","52.625","52.625","52.625"
"4190208","1023","1023","1023","52.625","52.625","52.625"
"4194304","1024","1024","1024","52.625","52.625","52.625"
"4198400","1025","1025","1025","52.625","52.625","52.625"
"4202496","1026","1026","1026","52.625","52.625","52.625"
"4206592","1027","1027","1027","52.625","52.625","52.625"
"4210688","1028","1028","1028","52.625","52.625","52.625"
"4214784","1029","1029","1029","52.625","52.625","52.625"
"4218880","1030","1030","1030","52.625","52.625","52.625"
"4222976","1031","1031","1031","52.625","52.625","52.625"
"4227072","1032","1032","1032","52.625","52.625","52.625"
"4231168","1033","1033","1033","52.625","52.625","52.625"
"4235264","1034","1034","1034","52.625","52.625","52.625"
"4239360","1035","1035","1035","52.625","52.625","52.625"
"4243456","1036","1036","1036","52.625","52.625","52.625"
"4247552","1037","1037","1037","52.625","52.625","52.625"
"4251648","1038","1038","1038","52.625","52.625","52.625"
"4255744","1039","1039","1039","52.625","52.625","52.625"
"4259840","1040","1040","1040","52.625","52.625","52.625"
"4263936","1041","1041","1041","52.625","52.625","52.625"
"4268032","1042","1042","1042","52.625","52.625","52.625"
"4272128","1043","1043","1043","52.625","52.625","52.625"
"4276224","1044","1044","1044","52.625","52.625","52.625"
"4280320","1045","1045","1045","52.625","52.625","52.625"
"4284416","1046","1046","1046","52.625","52.625","52.625"
"4288512","1047","1047","1047","52.625","52.625","52.625"
"4292608","1048","1048","1048","52.625","52.625","52.625"
"4296704","1049","1049","1049","52.625","52.625","52.625"
"4300800","1050","1050","1050","52.625","52.625","52.625"
"4304896","1051","1051","1051","52.625","52.625","52.625"
"4308992","1052","1052","1052","52.625","52.625","52.625"
"4313088","1053","1053","1053","52.625","52.625","52.625"
"4317184","1054","1054","1054","52.625","52.625","52.625"
"4321280","1055","1055","1055","52.625","52.625","52.625"
"4325376","1056","1056","1056","52.625","52.625","52.625"
"4329472","1057","1057","1057","52.625","52.625","52.625"
"4333568","1058","1058","1058","52.625","52.625","52.625"
"4337664","1059","1059","1059","52.625","52.625","52.625"
"4341760","1060","1060","1060","52.625","52.625","52.625"
"4345856","1061","1061","1061","52.625","52.625","52.625"
"4349952","1062","1062","1062","52.625","52.625","52.625"
"4354048","1063","1063","1063","52.625","52.625","52.625"
"4358144","1064","1064","1064","52.625","52.625","52.625"
"4362240","1065","1065","1065","52.625","52.625","52.625"
"4366336","1066","1066","1066","52.625","52.625","52.625"
"4370432","1067","1067","1067","52.625","52.625","52.625"
"4374528","1068","1068","1068","52.625","52.625","52.625"
"4378624","1069","1069","1069","52.625","52.625","52.625"
"4382720","1070","1070","1070","52.625","52.625","52.625"
"4386816","1071","1071","1071","52.625","52.625","52.625"
"4390912","1072","1072","1072","52.625","52.625","52.625"
"4395008","1073","1073","1073","52.625","52.625","52.625"
"4399104","1074","1074","1074","52.625","52.625","52.625"
"4403200","1075","1075","1075","52.625","52.625","52.625"
"4407296","1076","1076","1076","52.625","52.625","52.625"
"4411392","1077","1077","1077","52.625","52.625","52.625"
"4415488","1078","1078","1078","52.625","52.625","52.625"
"4419584","1079","1079","1079","52.625","52.625","52.625"
"4423680","1080","1080","1080","52.625","52.625","52.625"
"4427776","1081","1081","1081","52.625","52.625","52.625"
"4431872","1082","1082","1082","52.625","52.625","52.625"
"4435968","1083","1083","1083","52.625","52.625","52.625"
"4440064","1084","1084","1084","52.625","52.625","52.625"
"4444160","1085","1085","1085","52.625","52.625","52.625"
"4448256","1086","1086","1086","52.625","52.625","52.625"
"4452352","1087","1087","1087","52.625","52.625","52.625"
"4456448","1088","1088","1088","52.625","52.625","52.625"
"4460544","1089","1089","1089","52.625","52.625","52.625"
"4464640","1090","1090","1090","52.625","52.625","52.625"
"4468736","1091","1091","1091","52.625","52.625","52.625"
"4472832","1092","1092","1092","52.625","52.625","52.625"
"4476928","1093","1093","1093","52.625","52.625","52.625"
"4481024","1094","1094","1094","52.838134765625","52.838134765625","52.838134765625"
"4485120","1095","1095","1095","53.3828125","53.3828125","53.3828125"
"4489216","1096","1096","1096","53.3828125","53.3828125","53.3828125"
"4493312","1097","1097","1097","53.3828125","53.3828125","53.3828125"
"4497408","1098","1098","1098","53.3828125","53.3828125","53.3828125"
"4501504","1099","1099","1099","53.3828125","53.3828125","53.3828125"
"4505600","1100","1100","1100","53.3828125","53.3828125","53.3828125"
"4509696","1101","1101","1101","53.3828125","53.3828125","53.3828125"
"4513792","1102","1102","1102","53.3828125","53.3828125","53.3828125"
"4517888","1103","1103","1103","53.3828125","53.3828125","53.3828125"
"4521984","1104","1104","1104","53.3828125","53.3828125","53.3828125"
"4526080","1105","1105","1105","53.3828125","53.3828125","53.3828125"
"4530176","1106","1106","1106","53.3828125","53.3828125","53.3828125"
"4534272","1107","1107","1107","53.3828125","53.3828125","53.3828125"
"4538368","1108","1108","1108","53.3828125","53.3828125","53.3828125"
"4542464","1109","1109","1109","53.3828125","53.3828125","53.3828125"
"4546560","1110","1110","1110","53.3828125","53.3828125","53.3828125"
"4550656","1111","1111","1111","53.3828125","53.3828125","53.3828125"
"4554752","1112","1112","1112","53.3828125","53.3828125","53.3828125"
"4558848","1113","1113","1113","53.3828125","53.3828125","53.3828125"
"4562944","1114","1114","1114","53.3828125","53.3828125","53.3828125"
"4567040","1115","1115","1115","53.3828125","53.3828125","53.3828125"
"4571136","1116","1116","1116","53.3828125","53.3828125","53.3828125"
"4575232","1117","1117","1117","53.3828125","53.3828125","53.3828125"
"4579328","1118","1118","1118","53.3828125","53.3828125","53.3828125"
"4583424","1119","1119","1119","53.3828125","53.3828125","53.3828125"
"4587520","1120","1120","1120","53.3828125","53.3828125","53.3828125"
"4591616","1121","1121","1121","53.3828125","53.3828125","53.3828125"
"4595712","1122","1122","1122","53.3828125","53.3828125","53.3828125"
"4599808","1123","1123","1123","53.3828125","53.3828125","53.3828125"
"4603904","1124","1124","1124","53.3828125","53.3828125","53.3828125"
"4608000","1125","1125","1125","53.3828125","53.3828125","53.3828125"
"4612096","1126","1126","1126","53.3828125","53.3828125","53.3828125"
"4616192","1127","1127","1127","53.3828125","53.3828125","53.3828125"
"4620288","1128","1128","1128","53.3828125","53.3828125","53.3828125"
"4624384","1129","1129","1129","53.3828125","53.3828125","53.3828125"
"4628480","1130","1130","1130","53.3828125","53.3828125","53.3828125"
"4632576","1131","1131","1131","53.3828125","53.3828125","53.3828125"
"4636672","1132","1132","1132","53.3828125","53.3828125","53.3828125"
"4640768","1133","1133","1133","53.3828125","53.3828125","53.3828125"
"4644864","1134","1134","1134","53.3828125","53.3828125","53.3828125"
"4648960","1135","1135","1135","53.3828125","53.3828125","53.3828125"
"4653056","1136","1136","1136","53.3828125","53.3828125","53.3828125"
"4657152","1137","1137","1137","53.3828125","53.3828125","53.3828125"
"4661248","1138","1138","1138","53.3828125","53.3828125","53.3828125"
"4665344","1139","1139","1139","53.3828125","53.3828125","53.3828125"
"4669440","1140","1140","1140","53.3828125","53.3828125","53.3828125"
"4673536","1141","1141","1141","53.3828125","53.3828125","53.3828125"
"4677632","1142","1142","1142","53.3828125","53.3828125","53.3828125"
"4681728","1143","1143","1143","53.3828125","53.3828125","53.3828125"
"4685824","1144","1144","1144","53.3828125","53.3828125","53.3828125"
"4689920","1145","1145","1145","53.3828125","53.3828125","53.3828125"
"4694016","1146","1146","1146","53.3828125","53.3828125","53.3828125"
"4698112","1147","1147","1147","53.3828125","53.3828125","53.3828125"
"4702208","1148","1148","1148","53.3828125","53.3828125","53.3828125"
"4706304","1149","1149","1149","53.3828125","53.3828125","53.3828125"
"4710400","1150","1150","1150","53.3828125","53.3828125","53.3828125"
"4714496","1151","1151","1151","53.3828125","53.3828125","53.3828125"
"4718592","1152","1152","1152","53.3828125","53.3828125","53.3828125"
"4722688","1153","1153","1153","53.3828125","53.3828125","53.3828125"
"4726784","1154","1154","1154","53.3828125","53.3828125","53.3828125"
"4730880","1155","1155","1155","53.3828125","53.3828125","53.3828125"
"4734976","1156","1156","1156","53.3828125","53.3828125","53.3828125"
"4739072","1157","1157","1157","53.3828125","53.3828125","53.3828125"
"4743168","1158","1158","1158","53.3828125","53.3828125","53.3828125"
"4747264","1159","1159","1159","53.3828125","53.3828125","53.3828125"
"4751360","1160","1160","1160","53.3828125","53.3828125","53.3828125"
"4755456","1161","1161","1161","53.3828125","53.3828125","53.3828125"
"4759552","1162","1162","1162","53.3828125","53.3828125","53.3828125"
"4763648","1163","1163","1163","53.3828125","53.3828125","53.3828125"
"4767744","1164","1164","1164","53.3828125","53.3828125","53.3828125"
"4771840","1165","1165","1165","53.3828125","53.3828125","53.3828125"
"4775936","1166","1166","1166","53.3828125","53.3828125","53.3828125"
"4780032","1167","1167","1167","53.3828125","53.3828125","53.3828125"
"4784128","1168","1168","1168","53.3828125","53.3828125","53.3828125"
"4788224","1169","1169","1169","53.3828125","53.3828125","53.3828125"
"4792320","1170","1170","1170","53.3828125","53.3828125","53.3828125"
"4796416","1171","1171","1171","53.3828125","53.3828125","53.3828125"
"4800512","1172","1172","1172","53.67822265625","53.67822265625","53.67822265625"
"4804608","1173","1173","1173","55.2734375","55.2734375","55.2734375"
"4808704","1174","1174","1174","55.2734375","55.2734375","55.2734375"
"4812800","1175","1175","1175","55.2734375","55.2734375","55.2734375"
"4816896","1176","1176","1176","55.2734375","55.2734375","55.2734375"
"4820992","1177","1177","1177","55.2734375","55.2734375","55.2734375"
"4825088","1178","1178","1178","55.2734375","55.2734375","55.2734375"
"4829184","1179","1179","1179","55.2734375","55.2734375","55.2734375"
"4833280","1180","1180","1180","55.2734375","55.2734375","55.2734375"
"4837376","1181","1181","1181","55.2734375","55.2734375","55.2734375"
"4841472","1182","1182","1182","55.2734375","55.2734375","55.2734375"
"4845568","1183","1183","1183","55.2734375","55.2734375","55.2734375"
"4849664","1184","1184","1184","55.2734375","55.2734375","55.2734375"
"4853760","1185","1185","1185","55.2734375","55.2734375","55.2734375"
"4857856","1186","1186","1186","55.2734375","55.2734375","55.2734375"
"4861952","1187","1187","1187","55.2734375","55.2734375","55.2734375"
"4866048","1188","1188","1188","55.2734375","55.2734375","55.2734375"
"4870144","1189","1189","1189","55.2734375","55.2734375","55.2734375"
"4874240","1190","1190","1190","55.2734375","55.2734375","55.2734375"
"4878336","1191","1191","1191","55.2734375","55.2734375","55.2734375"
"4882432","1192","1192","1192","55.2734375","55.2734375","55.2734375"
"4886528","1193","1193","1193","55.2734375","55.2734375","55.2734375"
"4890624","1194","1194","1194","55.2734375","55.2734375","55.2734375"
"4894720","1195","1195","1195","55.2734375","55.2734375","55.2734375"
"4898816","1196","1196","1196","55.2734375","55.2734375","55.2734375"
"4902912","1197","1197","1197","55.2734375","55.2734375","55.2734375"
"4907008","1198","1198","1198","55.2734375","55.2734375","55.2734375"
"4911104","1199","1199","1199","55.2734375","55.2734375","55.2734375"
"4915200","1200","1200","1200","55.2734375","55.2734375","55.2734375"
"4919296","1201","1201","1201","55.2734375","55.2734375","55.2734375"
"4923392","1202","1202","1202","55.2734375","55.2734375","55.2734375"
"4927488","1203","1203","1203","55.2734375","55.2734375","55.2734375"
"4931584","1204","1204","1204","55.2734375","55.2734375","55.2734375"
"4935680","1205","1205","1205","55.2734375","55.2734375","55.2734375"
"4939776","1206","1206","1206","55.2734375","55.2734375","55.2734375"
"4943872","1207","1207","1207","55.2734375","55.2734375","55.2734375"
"4947968","1208","1208","1208","55.2734375","55.2734375","55.2734375"
"4952064","1209","1209","1209","55.2734375","55.2734375","55.2734375"
"4956160","1210","1210","1210","55.2734375","55.2734375","55.2734375"
"4960256","1211","1211","1211","55.2734375","55.2734375","55.2734375"
"4964352","1212","1212","1212","55.2734375","55.2734375","55.2734375"
"4968448","1213","1213","1213","55.2734375","55.2734375","55.2734375"
"4972544","1214","1214","1214","55.2734375","55.2734375","55.2734375"
"4976640","1215","1215","1215","55.2734375","55.2734375","55.2734375"
"4980736","1216","1216","1216","55.2734375","55.2734375","55.2734375"
"4984832","1217","1217","1217","55.2734375","55.2734375","55.2734375"
"4988928","1218","1218","1218","55.2734375","55.2734375","55.2734375"
"4993024","1219","1219","1219","55.2734375","55.2734375","55.2734375"
"4997120","1220","1220","1220","55.2734375","55.2734375","55.2734375"
"5001216","1221","1221","1221","55.2734375","55.2734375","55.2734375"
"5005312","1222","1222","1222","55.2734375","55.2734375","55.2734375"
"5009408","1223","1223","1223","55.2734375","55.2734375","55.2734375"
"5013504","1224","1224","1224","55.2734375","55.2734375","55.2734375"
"5017600","1225","1225","1225","55.2734375","55.2734375","55.2734375"
"5021696","1226","1226","1226","55.2734375","55.2734375","55.2734375"
"5025792","1227","1227","1227","55.2734375","55.2734375","55.2734375"
"5029888","1228","1228","1228","55.2734375","55.2734375","55.2734375"
"5033984","1229","1229","1229","55.2734375","55.2734375","55.2734375"
"5038080","1230","1230","1230","55.2734375","55.2734375","55.2734375"
"5042176","1231","1231","1231","55.2734375","55.2734375","55.2734375"
"5046272","1232","1232","1232","55.2734375","55.2734375","55.2734375"
"5050368","1233","1233","1233","55.2734375","55.2734375","55.2734375"
